@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
google,neutral,'Android Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http t co 2VWXzReW DhilipSiva'
apple,neutral,'apple must be launching a searchengine imminent surely AppleSearch AppleCore bigapple haha Please be the latter'
microsoft,neutral,'GA repost RT whymicrosoft Are you making the move from GoogleApps to Microsoft gt gt Metalogix can migrate y http t co z3Z3X9pA'
google,neutral,'New Google Nexus gt http t co qR1eijhw'
google,irrelevant,'RT DominicanDroids Cuando 2 grandes se unen Samsung y Google Estas cosas son las que pasan GalaxyNexus'
google,neutral,'Android Google First Official Galaxy Nexus Ice Cream Sandwich Promo Video With Feature Highlights http t co LtrC34VG DhilipSiva'
microsoft,neutral,'Creating Pareto charts using Microsoft Excel http t co B59lPyCS'
twitter,negative,'twitter why must you be so difficult'
microsoft,neutral,'Congratulations to Softline Pastel SageGroupZA for winning ISV of the Year at Microsoft partnersummit'
microsoft,negative,'Internet Explorer 9 is the biggest pile of shit ever seriously Microsoft IE9'
google,irrelevant,'ICS et Google une communaut votre service'
apple,neutral,'I love apple I love my phone but ever since this damn update my texts keep saying they re full when there are none that s a PROBLEM'
twitter,irrelevant,'cagimo mire la ltima foto que monte al Twitter ayude a su amigo a la colecci n D D D Indirecta'
microsoft,positive,'RAD Software Yes good points about ERP but unfair assessment in saying SAGE SAP and Microsoft Dynamics are not delivering'
google,neutral,'How to Create your own Google Maps http t co yyNzSP8J google maps'
google,irrelevant,'google samsung android'
twitter,neutral,'twitter is great once you get the hang of it HaxxDubbz CBMonarch Bran Day I told her to get one to be a cool kid lol'
twitter,irrelevant,'eo tenho a mania de entrar no TWITTER i respondeeer as coisas ki mi mand o kkkkkkkkkkkkk'
google,neutral,'Google confirms Nexus S will get Ice Cream Sandwich for real this time Gingerbread devices too http t co RajAK9P2'
google,neutral,'Google Google Event Vorstellung des Samsung Galaxy Nexus Caschys Blog o3 30 klingelte mein Wecker Googles http t co QnVDVcMX'
microsoft,irrelevant,'nase el Martes 8 de Noviembre a las 11 00 am EST al evento de lanzamiento de Microsoft Dynamics AX2012 para latinoam rica'
google,negative,'Google Cloud Service Blackouts Threaten Cloud Users During a 30 day period in August and September for http t co G0ElVRVJ TCN'
microsoft,irrelevant,'RT fdruel Une nouvelle interface haptique sign e Microsoft et CanergieMellon OmniTouch Tactile et wearable cc Billaut http'
apple,neutral,'Apple buried the ability to manage newsstand subscriptions under App Store Settings This is inconvenient at best'
google,irrelevant,'Virage Success Story Harvard Business School pdf ebook http t co JemEYNDb google'
google,positive,'google Finally All searches for logged in users will be on https http t co RaUeRrtF'
apple,negative,'Lies apple the battery on this new iPhone4S is definitely not any better'
apple,irrelevant,'Se tan arruinando mis audifonos d mi iphone apple quien me quiere regalar unos http t co 56eeE9uY'
twitter,irrelevant,'RiiickSilva A gente empolga nee com Twitter Rss'
microsoft,irrelevant,'Google Microsoft Apple http t co jUi4nYzG google microsoft apple'
apple,negative,'Only thing bad about the new canon camera is that it has two compact flash cards not one of SD SD goes in my apple computer Damn you'
twitter,irrelevant,'La mamachy ya tiene Twitter Sigamosla es ella DianaSanchez 27'
google,irrelevant,'RT twandroid Possibilit de sauvegarder pour visionner hors ligne google nexusprime'
twitter,neutral,'RT Ashu180489 Progress is a Process Surprised to see a sensible topic trending worldwide in twitter'
microsoft,neutral,'Steve Ballmer Nokia to reveal multiple Windows Phone devices next week Microsoft may make their own http t co KnmpXSW0'
google,neutral,'Samsung Galaxy Nexus announced full specs available http t co VNGazg48 samsung galaxy nexus google android ics thetechcheck'
google,positive,'Telegraph reports that the biggest threat to facebook is its power users have shifted to twitter or google http t co JHdTYKCV'
microsoft,negative,'Installing NET framework this might take very many years Come back when your unborn child is in college microsoft'
apple,neutral,'RT iancollinsuk Apple have just announced they sold 4 million phones this weekend Incredible That recession continues to bite apple'
microsoft,neutral,'RT SAPWorkSmarter Tomorrow at SAPTechEd Bangalore SAP Microsoft Building Apps for Both Worlds w DuetEnterprise SAPGateway h'
twitter,neutral,'jacobstanton2 Ryan Burke4 doesn t take much to be cool on twitter'
microsoft,neutral,'The debate is am I allowed to use my BB pen at Microsoft'
google,neutral,'Google weiterhin auf der Erfolgsspur http t co lf3RkTcJ'
apple,neutral,'thejcurt unlocking it at apple store RIP Mr Jobs'
apple,negative,'Damn it Apple Whatchu done to my phone'
microsoft,negative,'If Microsoft had more interoperability between their products Xbox 360 Windows 7 Windows Phone 7 Zune I d be a Windows Phone user'
twitter,neutral,'Progress is a Process Surprised to see a sensible topic trending worldwide in twitter'
twitter,neutral,'RT MontrelCox It s twitter Get over it or go back to Facebook and unfollow me This is my free forum to say exactly what thee fuck I'
apple,neutral,'The iPhone update has segregated my contacts between iPhone users and non iPhone users They just had to call out those non users apple'
apple,neutral,'Dear apple why did my Apple ID change to my colleagues 39 when I charged on her Mac Now can 39 t download or update apps iPhone'
google,positive,'WHAT Google Chrome syncs with your Android device s bookmarks NICE'
microsoft,positive,'Why I love Microsoft gt Microsoft hosting Kids TechFest to encourage careers in tech http t co fmzFWgYv babygeeks via Techflash'
google,neutral,'Android Google Samsung s Galaxy Nexus It s Official It s Headed For Global Availability And It s http t co TI9Hy8LW DhilipSiva'
google,neutral,'Galaxy Nexus GalaxyNexus Android Google http t co AWJHxwGT followme'
twitter,neutral,'msleamichele NayaRivera DiannaAgron MsAmberPRiley please could u somehow convince hemo to join twitter we need her awesomeness glee'
google,positive,'Ready for some Ice Cream Sandwich google android'
google,positive,'New Galaxy Nexus OS Improvements Stacks Scrolling introduced for widgets for richer content samsung google android bit ly nEJbyE'
apple,negative,'Hey Apple stop sending your automatically depreciate all iPhones older than the 4s signal My iPhone4 is dying rapidly processor wise'
apple,negative,'I hate you apple for not sending Toledo oh bestbuy any iPhone for verizon even after I pre ordered'
apple,negative,'apple PLEASE FIX Siri She can t connect to your network'
twitter,neutral,'Wow jus made a TWITTER i reallly dnt kno how o2 use it so i neea alittle help'
twitter,irrelevant,'Quien anda activo por el Twitter ahorita'
google,neutral,'Ice Cream Sandwich to stop carriers bullying smartphone users google android http t co HHfJbBHU neowin'
microsoft,irrelevant,'Que raroooo en microsoft les funciona todo menos el departamento de bajas Que casualidad Veremos ma ana'
google,irrelevant,'Google Panda O est parti le 30 de trafic perdu http t co QONIToAg'
google,neutral,'RT iPadPowerUsers On Google then go here http t co r4bIDq9D GPlus Googleplus Google teamfollowback socialnetwork'
apple,positive,'apple jilive DanielPink Apple sells 4 million iPhone 4S units in first weekend Steve Jobs brilliance lives on for ever iphone RVA'
apple,negative,'apple WTF why can we not add the newsstand to a folder We are already in your walled garden so please don t remind us of it'
apple,negative,'Apple iTunes is the worst program ever For such a great phone you make some awful software'
google,positive,'Mmmm Ice Cream Sandwich Android Google'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype http t co SioUrqUi desde Tegnologia'
twitter,negative,'twitter show my fuckin retweets bitch'
twitter,positive,'FUCK facebook twitter is way better teamfollowback followme'
twitter,neutral,'Why do I always blow up twitter at like 1am sorryfollowers'
google,irrelevant,'Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus icecreamsandwich galaxynexus google samsung'
twitter,irrelevant,'tryladis bienvenida a Twitter que bueno tenerte por aqu esto es genial'
apple,negative,'Installed io5 fine on ipad but wiped wife s iPhone and restore from backup failed Bigtrouble help apple'
twitter,irrelevant,'QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A MSN SKYPE TWITTER ES ORIGINAL TIENE TWICAM'
microsoft,irrelevant,'Terug van evaluatie learning circles bij microsoft onder bezielend leiderschap van saskianijs Veel geleerd van deze co creatie'
apple,neutral,'JarjarTee apple That s really good Makes you happy to pay the infamous apple tax'
apple,negative,'Dear apple My new Air is now a notbook since your update killed wifi bug destroying productivity'
apple,negative,'azrael RT DavideGori And again MobileMe is down Issues when syncing accessing mail is this a good premise for iCloud Apple'
microsoft,neutral,'Steve Ballmer slams Android microsoft steveballmer http t co rVTTHD7P'
microsoft,irrelevant,'RT packard bell SteveBallmer CEO de Microsoft dice que se necesita ser un cientifico para manejar Android http t co W03j7hTA'
twitter,irrelevant,'Paatty cl EsNaco Componerle una cacion a Mf y presumir de ella en Twitter'
apple,negative,'RonakKataria apple you heard of testing before deploying updates Difference between microsoft apple None'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow MilliondollaPD'
apple,neutral,'While the improvements in Apple Mac OS 10 7 Lion are great the full screen implementation on 2 monitors is broken'
microsoft,neutral,'RT techinciter Suppose Microsoft Had Bought Siri Forbes http t co ZRYNdhDi apple microsoft siri msft'
twitter,positive,'Twitter twitter'
google,irrelevant,'Google Sit and Go Center Method For Profitable Sit N Go s on PokerStars http t co 6PwI0rjZ Co http t co JCqPi1hS wikileaks'
twitter,neutral,'Goodnight twitter'
twitter,neutral,'17 Things You Didn t Know About Twitter http t co LL61rx2R via TweetSmarter RT sharonhayes ChoiceZnewZ facts'
google,positive,'Sweet Ice Cream Sandwich RT Pocketlint Google Android 4 0 Ice Cream Sandwich officially detailed google ics http t co iUY0DF5S'
twitter,positive,'singing everytime I try to leave something keeps pulling me back me back telling me I need Twitter all that lol'
apple,neutral,'iPhone 4S Setup SIRI for your Tweets http t co ws7LINTS apple apple iphone siri'
google,neutral,'Google Samsung Add Ice Cream Sandwich Phone http t co oOdugpqG AAPL GOOG hitech gadgets mkt digital'
microsoft,neutral,'RT KentisG Agree RT MuraineR Microsoft launching the OmniTouch how funny I though that was an ALUEnterprise soluti cont http'
twitter,irrelevant,'Un Algod n mkon me invadi el Twitter xd'
microsoft,neutral,'If Microsoft earnings disappoint blame consumer PC sales http t co xEKwTlUg'
microsoft,irrelevant,'ALG Culminando formaci n en Microsoft M 2778 y en IndicadoresDeGesti n Gracias a nuestros clientes por su preferencia www alg net ve'
microsoft,irrelevant,'Nueva actualizaci n de Windows Intune http t co 2jPOvRpJ microsoft distribuciondeprogramasonline'
microsoft,irrelevant,'Google Samsung Android 4 0 Galaxy Nexus Microsoft'
twitter,irrelevant,'Que le pasa al Twitter Chingado'
apple,neutral,'apple internode icloud ios5 piracy omg no wonder ive used all my downloads'
apple,irrelevant,'Deal Schn ppchen Update iPad iPad 1 Generation general berholt ab 389 Apple http t co xDtdZurD'
google,positive,'ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation Google Android ICS'
twitter,negative,'i better be able to see my RT s tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to'
twitter,neutral,'Night Twitter'
google,neutral,'RT NeowinFeed Ice Cream Sandwich to stop carriers bullying smartphone users google android http t co HHfJbBHU neowin'
twitter,irrelevant,'me dio pereza buscar su usuario en twitter P'
twitter,irrelevant,'Victorafrosan X G R No pues ni el nombre de tu novia me se como para tener su Twitter'
google,negative,'Also the Google problem chucktodd Problem for Santorum s electability argument the double digit loss in 2006'
twitter,negative,'Twitter y Facebook OFF'
google,neutral,'Samsung and Google Announce Galaxy Nexus and Android 4 0 Ice Cream Sandwich http t co g6EOfUYY news android40'
microsoft,neutral,'Just saw my bud EdMaguire of Credit Agricole Securities interviewed by TylerMatheison CNBC covering Microsoft You rocked it Ed fb'
apple,irrelevant,'Asi o mas mala la version5 0 de apple'
apple,negative,'RT phxguy88 Oh just fuck you apple Already gt iPhone 5 on schedule for summer launch http t co Ofh9PTaG via BGR'
google,neutral,'Android Google Video Samsung Galaxy Nexus Announcement and Official Promo http t co 4ErExB4T DhilipSiva'
microsoft,negative,'RT ManelFMartinez How Apple eclipsed Microsoft http t co IJ6XyDp3 sun rise in via guardian'
microsoft,irrelevant,'Skype ya es oficialmente parte de Microsoft Utilizas este servicio voIP Que opini n te merece esta adquisici n tecnologia'
apple,negative,'RT cjwallace03 So apparently apple put MB cap on your SMS with the new update 25mb storage before it tells you your inbox is full W'
twitter,irrelevant,'Hay dias que tengo tanto q pensar y digo lo voy a poner en twitter pero no tengo tiempo'
apple,neutral,'Um why No black people Apple'
google,neutral,'Hmm Google I really need a new phone Please release the Galaxy Nexus asap android google'
google,irrelevant,'http t co Fzjd2Zx1 android google'
